id,price
0,2327
1,6108
2,1781
3,4268
4,1781
5,18531
6,878
7,1046
8,776
9,12907
10,477
11,3148
12,936
13,1746
14,3007
15,1845
16,904
17,936
18,2592
19,1624
20,7266
21,9716
22,5539
23,12907
24,776
25,5602
26,1961
27,2549
28,658
29,658
30,8687
31,828
32,473
33,575
34,1107
35,12308
36,502
37,477
38,552
39,1436
40,4751
41,5488
42,6644
43,5775
44,7751
45,3950
46,4633
47,4788
48,1436
49,5976
50,502
51,6817
52,658
53,6097
54,878
55,6720
56,709
57,709
58,969
59,2549
60,645
61,844
62,828
63,3669
64,1441
65,936
66,489
67,665
68,936
69,574
70,1845
71,12992
72,446
73,683
74,4823
75,1436
76,734
77,5120
78,2327
79,2215
80,1441
81,2898
82,3615
83,776
84,665
85,658
86,2873
87,683
88,6150
89,14165
90,891
91,3776
92,658
93,4497
94,814
95,419
96,776
97,16716
98,485
99,6539
100,3776
101,16064
102,2898
103,10982
104,16718
105,447
106,475
107,506
108,4596
109,1107
110,5499
111,12872
112,3959
113,710
114,5260
115,1436
116,1436
117,911
118,891
119,2301
120,1944
121,3264
122,14637
123,17405
124,8011
125,1441
126,540
127,802
128,4596
129,776
130,3669
131,1781
132,11530
133,734
134,4385
135,665
136,6097
137,12338
138,789
139,5602
140,1187
141,5543
142,899
143,10959
144,1911
145,2925
146,899
147,1845
148,3264
149,1781
150,7393
151,3629
152,1874
153,683
154,942
155,540
156,1007
157,1607
158,969
159,2082
160,1815
161,3878
162,3759
163,802
164,709
165,4836
166,530
167,2327
168,14918
169,4136
170,4318
171,2898
172,776
173,3863
174,3734
175,7822
176,6108
177,4138
178,4318
179,1013
180,12872
181,589
182,16300
183,628
184,703
185,18236
186,645
187,1944
188,7553
189,648
190,5577
191,477
192,886
193,4318
194,4995
195,488
196,12308
197,658
198,465
199,684
200,5443
201,2579
202,769
203,969
204,4318
205,8960
206,11560
207,16198
208,4672
209,645
210,5120
211,3615
212,6539
213,6497
214,574
215,4347
216,1999
217,878
218,5720
219,628
220,1436
221,1007
222,709
223,13945
224,8048
225,1425
226,3759
227,1874
228,530
229,3629
230,8275
231,2207
232,802
233,475
234,2114
235,1436
236,2898
237,575
238,506
239,8637
240,814
241,3818
242,5783
243,6295
244,487
245,6108
246,11820
247,3669
248,393
249,844
250,3950
251,544
252,1815
253,3734
254,9850
255,12098
256,12121
257,645
258,6108
259,709
260,720
261,11650
262,9850
263,1192
264,489
265,1875
266,574
267,421
268,658
269,2700
270,1436
271,3950
272,5499
273,5443
274,918
275,658
276,1192
277,665
278,4208
279,3818
280,515
281,645
282,2327
283,645
284,373
285,13811
286,473
287,17068
288,11863
289,658
290,776
291,459
292,1192
293,5775
294,4385
295,789
296,8770
297,3615
298,2592
299,1436
300,814
301,485
302,710
303,5656
304,3073
305,12308
306,3007
307,2327
308,734
309,4613
310,732
311,473
312,2700
313,17499
314,3950
315,1436
316,6720
317,16198
318,7234
319,886
320,2615
321,13757
322,6108
323,1046
324,776
325,16064
326,552
327,956
328,4177
329,734
330,2207
331,899
332,477
333,658
334,4385
335,574
336,872
337,878
338,1192
339,5443
340,3615
341,9131
342,506
343,1340
344,1781
345,3810
346,1187
347,844
348,11009
349,8275
350,11442
351,2264
352,1192
353,1223
354,891
355,4071
356,665
357,4291
358,1635
359,4528
360,447
361,506
362,1781
363,473
364,628
365,4385
366,473
367,1282
368,1911
369,2822
370,969
371,2898
372,473
373,802
374,530
375,5120
376,658
377,475
378,3704
379,1911
380,936
381,3148
382,13007
383,878
384,923
385,477
386,11554
387,776
388,12872
389,8687
390,789
391,14482
392,6588
393,3810
394,2207
395,3964
396,5083
397,2207
398,4276
399,936
400,1882
401,1107
402,2592
403,789
404,628
405,2327
406,628
407,844
408,419
409,6290
410,5864
411,992
412,451
413,864
414,18236
415,2898
416,1061
417,891
418,886
419,4836
420,665
421,776
422,5197
423,6720
424,2898
425,4318
426,4633
427,2140
428,1656
429,576
430,709
431,969
432,3669
433,720
434,5047
435,4980
436,802
437,1271
438,7725
439,878
440,3759
441,3264
442,473
443,1911
444,891
445,1735
446,1441
447,17068
448,918
449,969
450,2114
451,8099
452,540
453,506
454,7583
455,4318
456,878
457,3806
458,4751
459,1340
460,5484
461,1781
462,709
463,5412
464,13203
465,3704
466,7370
467,3818
468,776
469,540
470,4469
471,12308
472,6097
473,16198
474,1107
475,6295
476,7276
477,1192
478,872
479,9513
480,1781
481,2680
482,410
483,665
484,4751
485,475
486,730
487,571
488,2913
489,1439
490,571
491,475
492,4640
493,15996
494,2714
495,593
496,1441
497,756
498,12098
499,802
500,2714
501,1882
502,1061
503,4680
504,4318
505,8011
506,373
507,17924
508,918
509,7504
510,5197
511,2091
512,4138
513,776
514,4256
515,506
516,5347
517,2327
518,15917
519,3148
520,3246
521,658
522,464
523,4633
524,9432
525,878
526,506
527,709
528,1192
529,665
530,4751
531,3704
532,8275
533,8592
534,1911
535,899
536,530
537,4751
538,658
539,14709
540,2615
541,7370
542,8528
543,756
544,645
545,4788
546,15928
547,3818
548,3579
549,4788
550,14637
551,6720
552,4480
553,1882
554,14948
555,789
556,4468
557,776
558,3759
559,4488
560,709
561,1436
562,7108
563,936
564,866
565,15917
566,2579
567,575
568,1115
569,2873
570,684
571,544
572,11212
573,3759
574,1919
575,645
576,421
577,2437
578,12084
579,6644
580,886
581,10982
582,373
583,1919
584,802
585,5656
586,15802
587,878
588,1192
589,969
590,5775
591,4276
592,6698
593,5602
594,574
595,658
596,4469
597,473
598,1013
599,4995
600,658
601,684
602,2327
603,5443
604,2301
605,1197
606,3734
607,5197
608,14165
609,574
610,9131
611,18112
612,4205
613,789
614,776
615,9028
616,1441
617,447
618,3334
619,489
620,3959
621,5577
622,7751
623,605
624,844
625,5757
626,12872
627,4633
628,6108
629,1436
630,1656
631,9131
632,707
633,709
634,453
635,8690
636,1874
637,5757
638,3264
639,1425
640,16198
641,5759
642,432
643,9664
644,16778
645,4268
646,2592
647,8275
648,4268
649,3007
650,1919
651,1107
652,612
653,1061
654,802
655,1781
656,3710
657,5757
658,776
659,6588
660,506
661,473
662,953
663,828
664,4751
665,11442
666,4613
667,2873
668,972
669,802
670,5412
671,802
672,13506
673,10644
674,540
675,776
676,6295
677,2327
678,878
679,776
680,1436
681,658
682,802
683,6108
684,17191
685,11405
686,596
687,2327
688,4751
689,918
690,1192
691,6097
692,3715
693,15729
694,1107
695,776
696,3704
697,2784
698,447
699,891
700,1331
701,942
702,3264
703,1192
704,12308
705,6006
706,776
707,5412
708,1192
709,5443
710,1919
711,9954
712,447
713,911
714,475
715,645
716,7440
717,4136
718,3818
719,844
720,635
721,9465
722,4385
723,6378
724,345
725,891
726,3589
727,10772
728,3704
729,4773
730,10463
731,4751
732,942
733,2854
734,3734
735,4309
736,904
737,1781
738,658
739,5499
740,574
741,658
742,1443
743,4497
744,11605
745,2487
746,6290
747,918
748,734
749,5484
750,645
751,709
752,2207
753,5197
754,10553
755,1746
756,3269
757,5599
758,5014
759,8275
760,2327
761,3759
762,6588
763,2264
764,3715
765,1046
766,969
767,802
768,4788
769,18124
770,3810
771,477
772,16900
773,5293
774,2076
775,3734
776,3720
777,844
778,1331
779,882
780,3982
781,14709
782,10730
783,12121
784,4081
785,5656
786,891
787,6926
788,6221
789,530
790,854
791,1689
792,1192
793,12308
794,1107
795,878
796,710
797,4497
798,5976
799,540
800,1046
801,10258
802,3334
803,10080
804,645
805,4836
806,10954
807,506
808,5466
809,2822
810,3759
811,2352
812,969
813,1970
814,1192
815,645
816,5864
817,2327
818,16198
819,7332
820,8275
821,8712
822,628
823,10497
824,9850
825,3558
826,776
827,13853
828,936
829,1046
830,612
831,878
832,1919
833,1436
834,477
835,18440
836,4751
837,571
838,2487
839,1192
840,5412
841,4534
842,5602
843,5543
844,866
845,709
846,9681
847,1884
848,891
849,864
850,891
851,8637
852,12121
853,16716
854,1882
855,1781
856,10644
857,6108
858,6108
859,5443
860,1922
861,658
862,891
863,4469
864,2327
865,15426
866,2327
867,658
868,1436
869,9513
870,1050
871,776
872,18124
873,5412
874,3965
875,6479
876,16300
877,605
878,1436
879,3878
880,16778
881,645
882,1781
883,2677
884,11560
885,658
886,540
887,8955
888,3950
889,14165
890,10927
891,1681
892,1944
893,506
894,7234
895,17068
896,432
897,936
898,720
899,5543
900,4836
901,641
902,15210
903,2327
904,15917
905,709
906,2327
907,628
908,1013
909,3950
910,7276
911,18440
912,1781
913,10497
914,658
915,1845
916,6108
917,1443
918,2487
919,9664
920,1436
921,4309
922,16198
923,942
924,645
925,7440
926,8750
927,3710
928,709
929,789
930,1436
931,3368
932,687
933,6108
934,789
935,1874
936,2602
937,3579
938,4276
939,1911
940,530
941,4347
942,473
943,684
944,16239
945,2898
946,3810
947,3878
948,665
949,4751
950,4786
951,394
952,4387
953,2592
954,658
955,936
956,3806
957,1013
958,5376
959,886
960,3704
961,16300
962,1340
963,594
964,1436
965,802
966,918
967,891
968,648
969,8048
970,969
971,6221
972,2898
973,1874
974,1781
