id,price
0,1874
1,6290
2,1781
3,3710
4,1656
5,3444
6,730
7,1439
8,899
9,5412
10,421
11,1673
12,1179
13,1746
14,3089
15,1963
16,882
17,1911
18,2592
19,1079
20,3987
21,3017
22,1582
23,3580
24,1061
25,2352
26,1223
27,9680
28,1079
29,900
30,2746
31,828
32,576
33,1295
34,1107
35,4038
36,1061
37,596
38,626
39,2381
40,1613
41,5488
42,6618
43,1783
44,8181
45,3950
46,2114
47,2331
48,1436
49,2352
50,576
51,2650
52,928
53,7056
54,936
55,6720
56,572
57,965
58,969
59,2565
60,1007
61,1041
62,613
63,2352
64,2700
65,868
66,489
67,814
68,936
69,600
70,1845
71,5260
72,433
73,1569
74,1624
75,1436
76,972
77,3818
78,2650
79,1104
80,2548
81,2822
82,4501
83,1061
84,868
85,1079
86,3734
87,1223
88,4874
89,2812
90,918
91,899
92,702
93,2700
94,5539
95,758
96,854
97,10463
98,1241
99,6355
100,3776
101,4398
102,4327
103,7915
104,5412
105,447
106,748
107,1061
108,3734
109,3759
110,2592
111,3776
112,2628
113,756
114,8099
115,1436
116,1436
117,1892
118,1300
119,2301
120,3180
121,2355
122,6133
123,4038
124,4043
125,436
126,969
127,1107
128,2925
129,880
130,4327
131,1153
132,7885
133,972
134,3701
135,814
136,5053
137,5412
138,1187
139,2680
140,1187
141,5543
142,899
143,5260
144,9799
145,2925
146,899
147,1873
148,2650
149,1781
150,1873
151,4314
152,1874
153,1289
154,1007
155,538
156,863
157,3274
158,737
159,1607
160,1815
161,4136
162,863
163,1192
164,589
165,2076
166,928
167,1874
168,5053
169,1438
170,4327
171,2898
172,668
173,1426
174,3734
175,7822
176,6618
177,4478
178,2352
179,1333
180,6618
181,626
182,5219
183,1353
184,703
185,5460
186,863
187,3371
188,1944
189,703
190,3038
191,719
192,1439
193,5292
194,2076
195,1843
196,6108
197,811
198,965
199,730
200,3349
201,2579
202,1187
203,969
204,4327
205,1333
206,5290
207,4177
208,4327
209,863
210,2572
211,1197
212,3127
213,2945
214,923
215,1859
216,1128
217,730
218,6806
219,668
220,2838
221,863
222,1323
223,7056
224,1145
225,1814
226,2607
227,1874
228,1582
229,4782
230,4283
231,1999
232,1050
233,748
234,1197
235,1436
236,2466
237,1187
238,647
239,3818
240,1582
241,2352
242,5604
243,6108
244,1436
245,1933
246,6129
247,4038
248,674
249,1153
250,2196
251,1220
252,1061
253,1763
254,5466
255,8014
256,3180
257,899
258,6499
259,589
260,1061
261,10701
262,4478
263,1192
264,489
265,1179
266,772
267,765
268,723
269,2700
270,1436
271,3807
272,2263
273,5443
274,918
275,1153
276,1295
277,730
278,2428
279,3818
280,884
281,863
282,3720
283,899
284,596
285,8093
286,561
287,3484
288,5443
289,1153
290,854
291,1938
292,1192
293,1814
294,2822
295,789
296,4347
297,4501
298,2569
299,1436
300,5539
301,730
302,781
303,1736
304,1138
305,8442
306,4327
307,2833
308,972
309,5555
310,2718
311,736
312,2700
313,16406
314,3950
315,3950
316,6720
317,5412
318,7528
319,1439
320,10789
321,4823
322,6618
323,1439
324,1061
325,4974
326,5539
327,992
328,2215
329,972
330,3387
331,2539
332,923
333,928
334,1205
335,923
336,1153
337,1845
338,1295
339,5443
340,4751
341,10058
342,631
343,2680
344,1721
345,3810
346,1187
347,1153
348,7155
349,5604
350,3534
351,2700
352,1295
353,2548
354,891
355,2434
356,868
357,2259
358,1701
359,1999
360,1197
361,647
362,1781
363,505
364,668
365,3701
366,576
367,1142
368,976
369,2822
370,1155
371,3089
372,576
373,1192
374,880
375,3720
376,928
377,597
378,5292
379,1179
380,868
381,3416
382,4627
383,730
384,473
385,719
386,3149
387,899
388,5967
389,2548
390,1179
391,7996
392,5746
393,1845
394,683
395,4136
396,2898
397,2076
398,2401
399,1911
400,1963
401,1050
402,2592
403,1187
404,537
405,2327
406,703
407,1153
408,645
409,6290
410,6882
411,992
412,1874
413,1546
414,5211
415,2478
416,961
417,891
418,914
419,2076
420,936
421,1061
422,5197
423,6720
424,2478
425,4327
426,4214
427,3614
428,1656
429,589
430,772
431,600
432,4038
433,1061
434,2076
435,2331
436,1107
437,4782
438,7292
439,868
440,3759
441,1874
442,521
443,1179
